customerID,tenure,TenureBand,Contract,PaymentMethod,MonthlyCharges,ServiceCount,TechSupport,OnlineSecurity,InternetService,SelectedModel,ChurnProbability,RiskLevel,ObservedRiskFactors,Sprint2RiskLevel,RiskCategoryChanged
7216-EWTRS,1,0-12 months,Month-to-month,Electronic check,100.8,5,No,No,Fiber optic,Random Forest,0.966296994746174,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5380-AFSSK,5,0-12 months,Month-to-month,Mailed check,93.9,4,No,No,Fiber optic,Random Forest,0.9400843685658811,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4626-GYCZP,7,0-12 months,Month-to-month,Electronic check,93.85,4,No,No,Fiber optic,Random Forest,0.9392826366267305,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4988-IQIGL,1,0-12 months,Month-to-month,Electronic check,75.35,2,No,No,Fiber optic,Random Forest,0.9390846241450672,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2545-EBUPK,2,0-12 months,Month-to-month,Electronic check,84.05,3,No,No,Fiber optic,Random Forest,0.938111969026603,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1143-NMNQJ,2,0-12 months,Month-to-month,Electronic check,85.7,3,No,No,Fiber optic,Random Forest,0.9370564504242858,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6474-FVJLC,2,0-12 months,Month-to-month,Electronic check,86.0,3,No,No,Fiber optic,Random Forest,0.9370564504242858,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0107-YHINA,1,0-12 months,Month-to-month,Electronic check,99.75,5,No,No,Fiber optic,Random Forest,0.9362483775761028,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5240-IJOQT,1,0-12 months,Month-to-month,Electronic check,74.7,2,No,No,Fiber optic,Random Forest,0.9360438476946664,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2660-EMUBI,10,0-12 months,Month-to-month,Electronic check,95.35,4,No,No,Fiber optic,Random Forest,0.9355409176059192,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9248-OJYKK,1,0-12 months,Month-to-month,Electronic check,76.45,2,No,No,Fiber optic,Random Forest,0.9354703750385099,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8161-QYMTT,7,0-12 months,Month-to-month,Electronic check,94.1,4,No,No,Fiber optic,Random Forest,0.9350077535294002,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6892-EZDTG,4,0-12 months,Month-to-month,Electronic check,91.65,4,No,No,Fiber optic,Random Forest,0.9344424504692957,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0564-JJHGS,9,0-12 months,Month-to-month,Electronic check,95.5,4,No,No,Fiber optic,Random Forest,0.934281064112878,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3551-HUAZH,1,0-12 months,Month-to-month,Electronic check,74.4,2,No,No,Fiber optic,Random Forest,0.9341707714316214,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3006-XIMLN,2,0-12 months,Month-to-month,Bank transfer (automatic),94.2,4,No,No,Fiber optic,Random Forest,0.9338907228820034,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0196-VULGZ,6,0-12 months,Month-to-month,Electronic check,84.35,3,No,No,Fiber optic,Random Forest,0.9335323149167688,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0897-FEGMU,11,0-12 months,Month-to-month,Electronic check,99.5,5,No,No,Fiber optic,Random Forest,0.9326620102462675,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5834-ASPWA,1,0-12 months,Month-to-month,Electronic check,75.45,2,No,No,Fiber optic,Random Forest,0.9318944574705381,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9787-XVQIU,1,0-12 months,Month-to-month,Electronic check,75.3,2,No,No,Fiber optic,Random Forest,0.9318944574705381,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3811-VBYBZ,7,0-12 months,Month-to-month,Electronic check,99.8,5,No,No,Fiber optic,Random Forest,0.9317408618641815,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8168-UQWWF,11,0-12 months,Month-to-month,Bank transfer (automatic),97.85,5,No,No,Fiber optic,Random Forest,0.9314030025830935,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4912-PIGUY,1,0-12 months,Month-to-month,Electronic check,84.6,3,No,No,Fiber optic,Random Forest,0.9313495197629184,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7493-TPUWZ,1,0-12 months,Month-to-month,Electronic check,79.15,3,No,No,Fiber optic,Random Forest,0.9313300365566183,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8058-INTPH,1,0-12 months,Month-to-month,Electronic check,79.65,2,No,No,Fiber optic,Random Forest,0.9313266771462382,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3178-FESZO,1,0-12 months,Month-to-month,Credit card (automatic),100.25,5,No,No,Fiber optic,Random Forest,0.9309735690469367,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1273-MTETI,4,0-12 months,Month-to-month,Electronic check,88.85,4,No,No,Fiber optic,Random Forest,0.9308472263079683,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5960-WPXQM,1,0-12 months,Month-to-month,Electronic check,79.05,2,No,No,Fiber optic,Random Forest,0.9304772231463913,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1833-VGRUM,1,0-12 months,Month-to-month,Electronic check,74.2,2,No,No,Fiber optic,Random Forest,0.930217909774257,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8622-ZLFKO,6,0-12 months,Month-to-month,Electronic check,90.75,4,No,No,Fiber optic,Random Forest,0.9302163557807033,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3643-AHCFP,7,0-12 months,Month-to-month,Bank transfer (automatic),95.6,4,No,No,Fiber optic,Random Forest,0.9300941500552102,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1761-AEZZR,1,0-12 months,Month-to-month,Electronic check,79.55,2,No,No,Fiber optic,Random Forest,0.9299361990332489,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2514-GINMM,1,0-12 months,Month-to-month,Electronic check,79.5,2,No,No,Fiber optic,Random Forest,0.9299361990332489,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6513-EECDB,1,0-12 months,Month-to-month,Electronic check,73.55,2,No,No,Fiber optic,Random Forest,0.9298971963878743,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4750-ZRXIU,4,0-12 months,Month-to-month,Electronic check,84.6,3,No,No,Fiber optic,Random Forest,0.9295601328266664,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3198-VELRD,3,0-12 months,Month-to-month,Bank transfer (automatic),84.75,3,No,No,Fiber optic,Random Forest,0.929110029486168,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1157-BQCUW,1,0-12 months,Month-to-month,Electronic check,74.95,2,No,No,Fiber optic,Random Forest,0.9288908672582253,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6358-LYNGM,1,0-12 months,Month-to-month,Electronic check,74.9,2,No,No,Fiber optic,Random Forest,0.9288908672582253,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4415-IJZTP,1,0-12 months,Month-to-month,Electronic check,74.5,2,No,No,Fiber optic,Random Forest,0.9288908672582253,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1452-VOQCH,1,0-12 months,Month-to-month,Electronic check,75.1,2,No,No,Fiber optic,Random Forest,0.9286789187496624,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8816-VXNZD,1,0-12 months,Month-to-month,Electronic check,75.1,2,No,No,Fiber optic,Random Forest,0.9286789187496624,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9546-CQJSU,2,0-12 months,Month-to-month,Electronic check,91.4,4,No,No,Fiber optic,Random Forest,0.9286445807169205,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2609-IAICY,1,0-12 months,Month-to-month,Electronic check,77.15,2,No,No,Fiber optic,Random Forest,0.928616649017161,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8740-CRYFY,1,0-12 months,Month-to-month,Electronic check,78.95,2,No,No,Fiber optic,Random Forest,0.9279141211601392,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7943-RQCHR,9,0-12 months,Month-to-month,Electronic check,94.75,4,No,No,Fiber optic,Random Forest,0.9278669165980572,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9300-RENDD,1,0-12 months,Month-to-month,Electronic check,79.95,2,No,No,Fiber optic,Random Forest,0.927744468263496,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6567-HOOPW,1,0-12 months,Month-to-month,Electronic check,79.2,2,No,No,Fiber optic,Random Forest,0.9271927078160441,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8580-AECUZ,1,0-12 months,Month-to-month,Electronic check,79.1,2,No,No,Fiber optic,Random Forest,0.9271927078160441,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4078-SAYYN,11,0-12 months,Month-to-month,Electronic check,100.75,5,No,No,Fiber optic,Random Forest,0.9271492925523711,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2982-IHMFT,1,0-12 months,Month-to-month,Mailed check,74.45,2,No,No,Fiber optic,Random Forest,0.9270518680549638,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7503-ZGUZJ,1,0-12 months,Month-to-month,Mailed check,84.65,3,No,No,Fiber optic,Random Forest,0.9269539703200854,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6521-YYTYI,1,0-12 months,Month-to-month,Electronic check,93.3,4,No,No,Fiber optic,Random Forest,0.926945523228824,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8972-HJWNV,7,0-12 months,Month-to-month,Electronic check,84.55,3,No,No,Fiber optic,Random Forest,0.9266712136806632,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0488-GSLFR,1,0-12 months,Month-to-month,Electronic check,69.5,1,No,No,Fiber optic,Random Forest,0.926467075843877,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5494-HECPR,1,0-12 months,Month-to-month,Electronic check,80.25,2,No,No,Fiber optic,Random Forest,0.9264224951062753,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7665-TOALD,1,0-12 months,Month-to-month,Electronic check,69.6,1,No,No,Fiber optic,Random Forest,0.9262636594126156,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6502-MJQAE,1,0-12 months,Month-to-month,Electronic check,69.6,1,No,No,Fiber optic,Random Forest,0.9262636594126156,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9804-ICWBG,1,0-12 months,Month-to-month,Electronic check,69.9,1,No,No,Fiber optic,Random Forest,0.9262636594126156,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7254-IQWOZ,1,0-12 months,Month-to-month,Electronic check,69.65,1,No,No,Fiber optic,Random Forest,0.9262636594126156,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5875-YPQFJ,1,0-12 months,Month-to-month,Electronic check,69.9,1,No,No,Fiber optic,Random Forest,0.9262636594126156,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1820-TQVEV,1,0-12 months,Month-to-month,Electronic check,69.55,1,No,No,Fiber optic,Random Forest,0.9262636594126156,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4510-HIMLV,1,0-12 months,Month-to-month,Electronic check,69.8,1,No,No,Fiber optic,Random Forest,0.9262636594126156,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4603-JANFB,1,0-12 months,Month-to-month,Electronic check,69.85,1,No,No,Fiber optic,Random Forest,0.9262636594126156,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5542-TBBWB,1,0-12 months,Month-to-month,Electronic check,69.9,1,No,No,Fiber optic,Random Forest,0.9262636594126156,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0697-ZMSWS,4,0-12 months,Month-to-month,Electronic check,85.65,3,No,No,Fiber optic,Random Forest,0.9258412812820657,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2777-PHDEI,1,0-12 months,Month-to-month,Electronic check,78.05,2,No,No,Fiber optic,Random Forest,0.9253728126141285,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9019-QVLZD,1,0-12 months,Month-to-month,Electronic check,79.55,2,No,No,Fiber optic,Random Forest,0.924831788500986,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5797-APWZC,1,0-12 months,Month-to-month,Electronic check,90.6,3,No,No,Fiber optic,Random Forest,0.9247995658464189,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3276-HDUEG,1,0-12 months,Month-to-month,Mailed check,75.05,2,No,No,Fiber optic,Random Forest,0.9245898899977518,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8593-WHYHV,3,0-12 months,Month-to-month,Electronic check,85.3,3,No,No,Fiber optic,Random Forest,0.9242461204045143,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5539-TMZLF,1,0-12 months,Month-to-month,Electronic check,69.75,1,No,No,Fiber optic,Random Forest,0.9240095819982601,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5550-VFRLC,1,0-12 months,Month-to-month,Electronic check,69.85,1,No,No,Fiber optic,Random Forest,0.9240095819982601,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8375-DKEBR,1,0-12 months,Month-to-month,Electronic check,69.6,1,No,No,Fiber optic,Random Forest,0.9240095819982601,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2636-ALXXZ,1,0-12 months,Month-to-month,Electronic check,69.6,1,No,No,Fiber optic,Random Forest,0.9240095819982601,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4871-JTKJF,1,0-12 months,Month-to-month,Electronic check,69.65,1,No,No,Fiber optic,Random Forest,0.9240095819982601,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8062-YBDOE,1,0-12 months,Month-to-month,Electronic check,69.65,1,No,No,Fiber optic,Random Forest,0.9240095819982601,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0495-RVCBF,1,0-12 months,Month-to-month,Electronic check,79.7,2,No,No,Fiber optic,Random Forest,0.9238808047026517,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2868-MZAGQ,1,0-12 months,Month-to-month,Electronic check,79.25,2,No,No,Fiber optic,Random Forest,0.9238808047026517,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4927-WWOOZ,2,0-12 months,Month-to-month,Electronic check,91.45,4,No,No,Fiber optic,Random Forest,0.9238364439490074,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7294-TMAOP,1,0-12 months,Month-to-month,Electronic check,90.55,3,No,No,Fiber optic,Random Forest,0.9237797887560416,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7660-HDPJV,1,0-12 months,Month-to-month,Electronic check,69.2,1,No,No,Fiber optic,Random Forest,0.9237701734224953,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9728-FTTVZ,1,0-12 months,Month-to-month,Electronic check,69.2,1,No,No,Fiber optic,Random Forest,0.9237701734224953,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2462-XIIJB,5,0-12 months,Month-to-month,Electronic check,92.5,4,No,No,Fiber optic,Random Forest,0.9236351458996785,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6457-GIRWB,1,0-12 months,Month-to-month,Electronic check,69.35,1,No,No,Fiber optic,Random Forest,0.9235997455792239,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3428-XZMAZ,1,0-12 months,Month-to-month,Electronic check,69.35,1,No,No,Fiber optic,Random Forest,0.9235997455792239,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5277-ZLOOR,2,0-12 months,Month-to-month,Electronic check,85.55,3,No,No,Fiber optic,Random Forest,0.9235417924769388,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5393-RXQSZ,1,0-12 months,Month-to-month,Electronic check,79.6,2,No,No,Fiber optic,Random Forest,0.9234326929167601,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1285-OKIPP,1,0-12 months,Month-to-month,Electronic check,79.9,2,No,No,Fiber optic,Random Forest,0.9228418455462143,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8473-VUVJN,1,0-12 months,Month-to-month,Electronic check,73.65,2,No,No,Fiber optic,Random Forest,0.9223925291987944,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3716-BDVDB,1,0-12 months,Month-to-month,Electronic check,69.1,1,No,No,Fiber optic,Random Forest,0.9218969358301897,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7330-WZLNC,5,0-12 months,Month-to-month,Electronic check,90.8,4,No,No,Fiber optic,Random Forest,0.9218023151821184,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1624-NALOJ,5,0-12 months,Month-to-month,Electronic check,89.8,4,No,No,Fiber optic,Random Forest,0.9214680776272359,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4795-KTRTH,5,0-12 months,Month-to-month,Electronic check,81.0,3,No,No,Fiber optic,Random Forest,0.9212061132637005,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6618-RYATB,1,0-12 months,Month-to-month,Mailed check,79.55,3,No,No,Fiber optic,Random Forest,0.9202022650147147,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3707-GNWHM,1,0-12 months,Month-to-month,Mailed check,74.25,2,No,No,Fiber optic,Random Forest,0.9200943157413299,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5383-MMTWC,8,0-12 months,Month-to-month,Electronic check,84.0,3,No,No,Fiber optic,Random Forest,0.920030411428085,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4228-ZGYUW,4,0-12 months,Month-to-month,Electronic check,90.05,4,No,No,Fiber optic,Random Forest,0.9197744004174749,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3746-EUBYR,1,0-12 months,Month-to-month,Bank transfer (automatic),74.6,2,No,No,Fiber optic,Random Forest,0.9194666078281404,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8000-REIQB,1,0-12 months,Month-to-month,Electronic check,69.95,1,No,No,Fiber optic,Random Forest,0.9187797798988595,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6108-OQZDQ,4,0-12 months,Month-to-month,Electronic check,97.95,5,No,No,Fiber optic,Random Forest,0.9187583772452037,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2612-RANWT,12,0-12 months,Month-to-month,Bank transfer (automatic),100.15,5,No,No,Fiber optic,Random Forest,0.9186947969984015,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7274-RTAPZ,1,0-12 months,Month-to-month,Electronic check,90.55,3,No,No,Fiber optic,Random Forest,0.9182881576384324,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7450-NWRTR,12,0-12 months,Month-to-month,Electronic check,99.45,5,No,No,Fiber optic,Random Forest,0.9182186879321326,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6372-RFVNS,1,0-12 months,Month-to-month,Electronic check,78.8,2,No,No,Fiber optic,Random Forest,0.9178932222083169,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6688-UZPWD,11,0-12 months,Month-to-month,Electronic check,102.0,5,No,No,Fiber optic,Random Forest,0.9177004207084195,High,Month-to-month contract; Short customer tenure; No technical support,High,False
